분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,,,,in,"3mm 돋움 외곽치수 2단 (상,우측)","AN122-치수선 3mm 돋움 외곽치수 2단 (상,우측)",,,,
,,,,,,,,,in,"3mm 돋움 외곽치수 3단 (상,우측)","AN122-치수선 3mm 돋움 외곽치수 3단 (상,우측)",,,,
,,,,123.0,인출선,AN123,AN123-인출선,지시선화살촉,,,,,,,
,,,,,,,,,in,채운점 직경1mm,AN123-인출선 채운점 직경1mm,,,,
,,,,,,,,,in,"열린화살표 가로2.5,세로1mm","AN123-인출선 열린화살표 가로2.5,세로1mm",,,,
,,130.0,안내,,,,,,,,,,,,
,,,,131.0,입면안내,AN131,AN131-입면안내,입면도,,,AN131-입면안내 ,,,,
,,,,,,,AN131-입면도 마크 포인터(원),○,,빈삼각 상세번호,AN131-입면도 마크 포인터(원) 빈삼각 상세번호,,,,
,,,,,,,,○,,"빈삼각 상세,뷰이름","AN131-입면도 마크 포인터(원) 빈삼각 상세,뷰이름",,,,
,,,,,,,,○,,채움삼각 상세번호,AN131-입면도 마크 포인터(원) 채움삼각 상세번호,,,,
,,,,,,,,○,,"채움삼각 상세,뷰이름","AN131-입면도 마크 포인터(원) 채움삼각 상세,뷰이름",,,,
,,,,,,,AN131-입면도 마크 본체(원),○,,빈삼각 상세번호,AN131-입면도 마크 본체(원) 빈삼각 상세번호,,,,
,,,,,,,,○,,"빈삼각 상세,뷰이름","AN131-입면도 마크 본체(원) 빈삼각 상세,뷰이름",,,,
,,,,,,,,○,,채움삼각 상세번호,AN131-입면도 마크 본체(원) 채움삼각 상세번호,,,,
,,,,,,,,○,,"채움삼각 상세,뷰이름","AN131-입면도 마크 본체(원) 채움삼각 상세,뷰이름",,,,
,,,,132.0,단면안내,AN132,AN132-단면안내,단면도,,,AN132-단면안내 ,,,,
,,,,,,,AN132-단면 헤드,○,,선,AN132-단면 헤드 선,,,,
,,,,,,,,○,,채우기,AN132-단면 헤드 채우기,,,,
,,,,,,,,○,,채우기 없음,AN132-단면안내 채우기 없음,,,,
,,,,,,,AN132-단면 테일,○,,채우기 삼각,AN132-단면 테일 채우기 삼각,,,,
,,,,,,,,○,,채우기 사각,AN132-단면 테일 채우기 사각,,,,
,,,,,,,,○,,채우기 사각 평행,AN132-단면 테일 채우기 사각 평행,,,,
,,,,133.0,전개안내,AN133,AN133-전개안내,입면도,,,AN133-전개안내 ,,,,
,,,,,,,AN133-전개도 마크 포인터(원10mm),○,,빈삼각 상세번호,AN133-전개도 마크 포인터(원10mm) 빈삼각 상세번호,,,,
,,,,,,,,○,,"빈삼각 상세,뷰이름","AN133-전개도 마크 포인터(원10mm) 빈삼각 상세,뷰이름",,,,
,,,,,,,,○,,채움삼각 상세번호,AN133-전개도 마크 포인터(원10mm) 채움삼각 상세번호,,,,
,,,,,,,AN133-전개도 마크 본체(원10mm),○,,빈삼각 상세번호,AN133-전개도 마크 본체(원10mm) 빈삼각 상세번호,,,,
,,,,,,,,○,,"빈삼각 상세,뷰이름","AN133-전개도 마크 본체(원10mm) 빈삼각 상세,뷰이름",,,,
,,,,,,,,○,,채움삼각 상세번호,AN133-전개도 마크 본체(원10mm) 채움삼각 상세번호,,,,
,,,,134.0,상세안내,AN134,AN134-상세안내,콜아웃,,,AN134-상세안내 ,,,,
,,,,,,,AN134-콜아웃 헤드,○,,상세번호,AN134-콜아웃 헤드 상세번호,,,,
,,,,,,,,○,,상세/시트번호,AN134-콜아웃 헤드 상세/시트번호,,,,
,,140.0,부호,,,,,,,,,,,,
,,,,141.0,"실명,실번호",AN141,"AN141-실명,실번호부호(입력)",,,,,,,,
,,,,,,,,○,,"실명,실번호","AN141-실명,실번호부호(입력) 실명,실번호",,,,
,,,,,,,,○,,"실명,실번호박스","AN141-실명,실번호부호(입력) 실명,실번호박스",,,,
,,,,,,,,○,,실명박스,"AN141-실명,실번호부호(입력) 실명박스",,,,
,,,,,,,,○,,"실명박스,실번호박스","AN141-실명,실번호부호(입력) 실명박스,실번호박스",,,,
,,,,142.0,구조부호,AN142,AN142-구조부호 10종(입력),,,,AN142-구조부호 10종(입력) ,,,,
,,,,,,,,○,,(원),,,,,
,,,,,,,,○,,(타원),,,,,
,,,,,,,,○,,(삼각),,,,,
,,,,,,,,○,,(역삼각),,,,,
,,,,,,,,○,,(직사각),,,,,
,,,,,,,,○,,(캡슐),,,,,
,,,,,,,,○,,(마름모),,,,,
,,,,,,,,○,,(정마름모),,,,,
,,,,,,,,○,,(오각),,,,,
,,,,,,,,○,,(육각),,,,,
,,,,143.0,창호부호,AN143,AN143-창호부호 5종(입력),,,,AN143-창호부호 5종(입력) ,,,,간삼참고
,,,,,,,,○,,문(원),,,,,
,,,,,,,,○,,창(타원),,,,,
,,,,,,,,○,,그릴(정마름모),,,,,
,,,,,,,,○,,셔터(삼각),,,,,
,,,,,,,,○,,장비(역삼각),,,,,
,,,,144.0,기타부호,AN144,AN144-기타부호 3종(입력),,,,AN144-기타부호 3종(입력) ,,,,
,,,,,,,,○,,(원),,,,,
,,,,,,,,○,,(삼각),,,,,
,,,,,,,,○,,(역삼각),,,,,
,,,임의 박스유무,145.0,가구 및 장비부호,AN144,AN144-가구 및 장비부호,,,,AN144-가구 및 장비부호 ,,,,"원,삼각,역삼각,문자입력"
,,150.0,Tag,,,,,,,,,,,,
,,,,151.0,구조 태그,AN151,AN151-구조 기둥 태그,○,,,AN151-구조 기둥 태그 ,,,,
,,,,,,,,○,,(테두리),AN151-구조 기둥 태그 (테두리),,,,
,,,,,,,AN151-구조 기초 태그,○,,,AN151-구조 기초 태그 ,,,,
,,,,,,,,○,,(테두리),AN151-구조 기초 태그 (테두리),,,,
,,,,,,,,○,,(오각),AN151-구조 기초 태그 (오각),,,,
,,,,,,,AN151-구조 바닥 태그,○,,(3mm),AN151-구조 바닥 태그 (3mm),,,,
,,,,,,,,○,,(5mm),AN151-구조 바닥 태그 (5mm),,,,
,,,,,,,,○,,(10mm),AN151-구조 바닥 태그 (10mm),,,,
,,,,,,,,○,,"(테두리, 3mm)","AN151-구조 바닥 태그 (테두리, 3mm)",,,,
,,,,,,,,○,,"(테두리, 5mm)","AN151-구조 바닥 태그 (테두리, 5mm)",,,,
,,,,,,,,○,,"(테두리, 10mm)","AN151-구조 바닥 태그 (테두리, 10mm)",,,,
,,,,,,,AN151-구조 프레임 태그,○,,,AN151-구조 프레임 태그 ,,,,
,,,,,,,,○,,(테두리),AN151-구조 프레임 태그 (테두리),,,,
,,,,,,,AN151-구조 벽 태그,○,,,AN151-구조 벽 태그 ,,,,
,,,,,,,,○,,(테두리),AN151-구조 벽 태그 (테두리),,,,
,,,,152.0,건축 태그,AN152,AN152-문 태그,○,,,AN152-문 태그 ,,,,
,,,,,,,AN152-커튼월 태그,○,,,AN152-커튼월 태그 ,,,,
,,,,,,,AN152-창 태그,○,,,AN152-창 태그 ,,,,
,,,,,,,AN152-건축바닥 태그(평면용),,,,,,,,
,,,,,,,,○,,(좌),AN152-건축바닥 태그(평면용) (좌),,,,
,,,,,,,,○,,(우),AN152-건축바닥 태그(평면용) (우),,,,
,,,,153.0,재료 태그,AN153,AN153-재료 태그 평입면,,,,,,,,
,,,,,,,,○,,(이름-좌),AN153-재료 태그 평입면 (이름-좌),,,,
,,,,,,,,○,,(이름-우),AN153-재료 태그 평입면 (이름-우),,,,
,,,,,,,,○,,(재료설명-좌),AN153-재료 태그 평입면 (재료설명-좌),,,,
,,,,,,,,○,,(재료설명-우),AN153-재료 태그 평입면 (재료설명-우),,,,
,,,,,,,AN153-재료 태그 입단면,,,,,,,,
,,,,,,,,○,,(이름),AN153-재료 태그 입단면 (이름),,,,
,,,,,,,,○,,(재료설명),AN153-재료 태그 입단면 (재료설명),,,,
,,,,,,,,○,,"(재료설명, dot)","AN153-재료 태그 입단면 (재료설명, dot)",,,,
,,,,,,,AN153-다중카테고리 태그,,,,,,,,
,,,,,,,,○,,(좌),AN153-다중카테고리 태그 (좌),,,,
,,,,,,,,○,,(우),AN153-다중카테고리 태그 (우),,,,
,,,,,,,,○,,(dot),AN153-다중카테고리 태그 (dot),,,,
,,,,154.0,룸 태그,AN154,"AN154-룸 태그 (실번호, 실명, SL, FL)",○,,,"AN154-룸 태그 (실번호, 실명, SL, FL) ",,,,
,,,,,,,"AN154-룸 태그 (실번호, 실명)",○,,,"AN154-룸 태그 (실번호, 실명) ",,,,
,,,,,,,"AN154-룸 태그 (실번호, 실명, FL, SL)",○,,,"AN154-룸 태그 (실번호, 실명, FL, SL) ",,,,
,,,,,,,"AN154-룸 태그 (실번호, 실명_세로정렬)",○,,"(실번호, 실명)","AN154-룸 태그 (실번호, 실명_세로정렬) (실번호, 실명)",,,,
,,,,,,,,○,,(실명),"AN154-룸 태그 (실번호, 실명_세로정렬) (실명)",,,,
,,,,,,,,○,,(실번호),"AN154-룸 태그 (실번호, 실명_세로정렬) (실번호)",,,,
,,160.0,도로 노면 표시,,,,,,,,,,,,
,,,,161.0,방향, AN161, AN161-우회전,○,,, AN161-우회전 ,,,,
,,,,,,, AN161-좌회전,○,,, AN161-좌회전 ,,,,
,,,,,,," AN161-직진, 우회전",○,,," AN161-직진, 우회전 ",,,,
,,,,,,," AN161-직진, 좌회전",○,,," AN161-직진, 좌회전 ",,,,
,,,,,,, AN161-직진,○,,, AN161-직진 ,,,,
,,170.0,주차,,,,,,,,,,,,
,,,,171.0,주차선,AN171,AN171-주차선 6종,,,,,,,,
,,,,,,,,○,,(경형),AN171-주차선 6종 (경형),,,,
,,,,,,,,○,,(일반형),AN171-주차선 6종 (일반형),,,,
,,,,,,,,○,,(확장형),AN171-주차선 6종 (확장형),,,,
,,,,,,,,○,,(장애자용),AN171-주차선 6종 (장애자용),,,,
,,,,,,,,○,,(여성전용 일반형),AN171-주차선 6종 (여성전용 일반형),,,,
,,,,,,,,○,,(여성전용 확장형),AN171-주차선 6종 (여성전용 확장형),,,,
,,180.0,상세,,,,,,,,,,,,
,,,,181.0,엘리베이터 단면,AN181,AN181-엘리베이터 단면 상세 2D,○,,도르래식,AN181-엘리베이터 단면 상세 2D 도르래식,,,,
,,,,,,,,○,,유압식,AN181-엘리베이터 단면 상세 2D 유압식,,,,
,,,,182.0,달대,AN182,AN182-달대 2D,○,,,AN182-달대 2D ,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,190.0,기타,,,,,,,,,,,,
,,,,191.0,점자블럭,AN191,AN191-점자블럭,,,,,,,,
,,,,,,,,○,,(점형),AN191-점자블럭 (점형),,,,
,,,,,,,,○,,(선형),AN191-점자블럭 (선형),,,,
,,,,192.0,개구부,AN192,AN192-개구부(상세입력),,,,,,,,"박스(솔리드 선), 문자""open"""
,,,,,,,,○,,(open),AN192-개구부(상세입력) (open),,,,"박스(솔리드 선), 문자""open"""
,,,,,,,,○,,(상부open),AN192-개구부(상세입력) (상부open),,,,"박스(대시 선), 문자""open(상부)"""
,,,,,,,,○,,(집수정),AN192-개구부(상세입력) (집수정),,,,
,,,,193.0,절단선,AN193,AN193-절단선,○,,,AN193-절단선 ,,,,상세항목 선
,,,,,,,,○,,(관),AN193-절단선 (관),,,,상세항목 선
,,,,,,,,○,,(채움),AN193-절단선 (채움),,,,"상세항목 선, 채우기 영역"
,,,,194.0,계단 경로,AN194,AN194-계단 경로,,,,,,,,"일반 주석 (사이즈변경), 문자 입력"
,,,,,,,,○,,(양방),AN194-계단 경로 (양방),,,,"일반 주석 (사이즈변경), 문자 입력"
,,,,,,,,○,,(UP),AN194-계단 경로 (UP),,,,"일반 주석 (사이즈변경), 문자 입력"
,,,,,,,,○,,(DN),AN194-계단 경로 (DN),,,,"일반 주석 (사이즈변경), 문자 입력"
,,,,195.0,경계선,AN195,AN195-경계선(입력),○,,,AN195-경계선(입력) ,,,,"세로 선(사이즈변경), 문자 입력
(대지경계선, 도로경계선, 건축한계선 등)"
,,,,,,,,,,인접대지 경계선,,,,,
,,,,,,,,,,대지 경계선,,,,,
,,,,,,,,,,도로 경계선,,,,,
,,,,,,,,,,건축 한계선,,,,,
,,,,,,,AN195-구역구분(입력),○,,,AN195-구역구분(입력) ,,,,
,,,,,,,AN195-접속선(입력),,,,,,,,
,,,,,,,,○,,가로,AN195-접속선(입력) 가로,,,,
,,,,,,,,○,,세로,AN195-접속선(입력) 세로,,,,
,,,,196.0,도로 사선 제한,AN196,AN196-사선 제한,,,,,,,,"일반 주석 (사이즈변경), 문자 입력"
,,,,,,,,○,,(도로),AN196-사선 제한 (도로),,,,"일반 주석 (사이즈변경), 문자 입력"
,,,,,,,,○,,(일조권),AN196-사선 제한 (일조권),,,,"일반 주석 (사이즈변경), 문자 입력"
,,,,,,,AN196-경사면표시,○,,,AN196-경사면표시 ,,,,
,,,,198.0,2D자동차,AN198,AN198-준준형 자동차,○,,,AN198-준준형 자동차 ,,,,
,,,,,,,AN198-벤,○,,,AN198-벤 ,,,,
,,,,,,,AN198-화물차,○,,,AN198-화물차 ,,,,
,,,,199.0,기타,,,,,,,,,,
,,,,,,AN199,AN199-소화전,○,,,AN199-소화전 ,,,,
,,,,,,,AN199-부분단차,○,,,AN199-부분단차 ,,,,
AN200,범례표기,,,,,,,,,,,,,,
,,210.0,레벨,,,,,,,,,,,,
,,,,211.0,바닥레벨,AN211,AN211-바닥레벨(입력),○,,,AN211-바닥레벨(입력) ,,,,
,,,,,,,,,,,,,,,
,,,,,,,AN211-바닥레벨(입력) 부지,,,,,,,,
,,,,,,,,○,,내 바닥레벨(mm),AN211-바닥레벨(입력) 부지 내 바닥레벨(mm),,,,
,,,,,,,,○,,밖 토목레벨(m),AN211-바닥레벨(입력) 부지 밖 토목레벨(m),,,,
,,,,212.0,입단면레벨,AN212,AN212-입단면레벨(입력),○,,,AN212-입단면레벨(입력) ,,,,
,,,,,,,,,,,,,,,
,,,,213.0,입단면도레벨,AN213,AN213-입단면도레벨,,,,,,,,
,,,,,,,,○,,삼각헤드 입면레벨,AN213-입단면도레벨 삼각헤드 입면레벨,,,,
,,,,,,,,○,,삼각헤드 EL 입면레벨,AN213-입단면도레벨 삼각헤드 EL 입면레벨,,,,
,,,,,,,,○,,삼각헤드 GL 입면레벨,AN213-입단면도레벨 삼각헤드 GL 입면레벨,,,,
,,,,,,,,○,,삼각헤드 EL/GL 레벨입력,AN213-입단면도레벨 삼각헤드 EL/GL 레벨입력,,,,
,,,,214.0,표고점,AN214,AN214-표고점,○,,,AN214-표고점 ,,,,
,,220.0,출입구,,,,,,,,,,,,
,,,,221.0,출입구방향,AN221,AN221-출입구방향,,,,AN221-출입구방향 ,,,,
,,,,222.0,출입구,AN222,AN222-주출입구 ver.1,○,,,AN222-주출입구 ver.1 ,,,,
,,,,,,,AN222-주출입구 ver.2,○,,,AN222-주출입구 ver.2 ,,,,
,,,,222.0,출입구,,AN222-출입구(입력),,,,,,,,주/부 출입구 (문자입력)
,,,,,,,,○,,채운삼각(보행자),AN222-출입구(입력) 채운삼각(보행자),,,,
,,,,,,,,○,,빈삼각(차량),AN222-출입구(입력) 빈삼각(차량),,,,
,,,,,,,,○,,더블삼각(고정),AN222-출입구(입력) 더블삼각(고정),,,,
,,,,,,,,○,,더블삼각(조절),AN222-출입구(입력) 더블삼각(조절),,,,
,,230.0,배수관,,,,,,,,,,,,
,,,,231.0,우·오수관로,AN231,AN231-우오수관(상세),,,,,,,,사이즈 조절 可
,,,,,,,,○,,오수관,AN231-우오수관(상세) 오수관,,,,사이즈 조절 可
,,,,,,,,○,,우수관,AN231-우오수관(상세) 우수관,,,,사이즈 조절 可
,,,,,,,AN231-우오수관(주석),,,,,,,,사이즈 조절 可
,,,,,,,,○,,오수관,AN231-우오수관(주석) 오수관,,,,사이즈 조절 可
,,,,,,,,○,,우수관,AN231-우오수관(주석) 우수관,,,,사이즈 조절 可
,,,,232.0,선홈통,AN232,AN232-홈통+SLOPE기호,,,,,,,,사이즈 조절 可
,,,,,,,,○,,(홈통),AN232-홈통+SLOPE기호 (홈통),,,,
,,,,,,,,○,,(SLOPE),AN232-홈통+SLOPE기호 (SLOPE),,,,
,,,,,,,,○,,(홈통+SLOPE),AN232-홈통+SLOPE기호 (홈통+SLOPE),,,,
AN300,시트,,,,,,,,,,,,,,
,,310.0,시트,,,,,,,,,,,,
,,,,311.0,시트,AN311,AN311-시트 A1표제 (세로-1),○,,,AN311-시트 A1표제 (세로-1) ,,,,2019/v1.03
,,,,,,,AN311-시트 A1표제 (세로-2),○,,,AN311-시트 A1표제 (세로-2) ,,,,2020.04 / 성균관대
,,,,,,,AN311-시트 A1표제 (세로-3),○,,,AN311-시트 A1표제 (세로-3) ,,,,2020.08 / 건축도면공동표준지침
,,,,,,,AN311-시트 A1표제 (가로),○,,,AN311-시트 A1표제 (가로) ,,,,2020.09 / 건축도면공동표준지침
,,,,,,,AN311-시트 A1표지 ,○,,(심플_KBIMS),AN311-시트 A1표지 (심플_KBIMS),,,,2019/v1.03
,,,,,,,,○,,(중앙정렬),AN311-시트 A1표지 (중앙정렬),,,,2020.09 / 건축도면공동표준지침
,,,,,,,,○,,(우측정렬),AN311-시트 A1표지 (우측정렬),,,,2020.09 / 건축도면공동표준지침
,,320.0,,,,,AN311-시트 A1표제 (세로-2)_설계개요,○,,,AN311-시트 A1표제 (세로-2)_설계개요,,,,2021 02 / 실증 샘플
,,,,321.0,,,,,,,,,,,
,,330.0,,,,,,,,,,,,,
,,,,331.0,,,,,,,,,,,
,,340.0,,,,,,,,,,,,,
,,,,341.0,,,,,,,,,,,
,,350.0,,,,,,,,,,,,,
,,,,351.0,,,,,,,,,,,
AN400,,,,,,,,,,,,,,,
,,410.0,,,,,,,,,,,,,
,,,,411.0,,,,,,,,,,,
,,,,412.0,,,,,,,,,,,
,,420.0,,,,,,,,,,,,,
,,,,421.0,,,,,,,,,,,
,,,,422.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AN500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AN600,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AN700,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AN800,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AN900,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,169,27,,,,,,
,,,,,,,,,196,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
