분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,126.0-서양식 벽걸이 탱크밀결형,PF126,PF126-서양식 벽걸이 탱크밀결형,,,,PF126-서양식 벽걸이 탱크밀결형 ,MHA11110020S,,E71210,
,,127.0-서양식 탱크일체형,PF127,PF127-서양식 탱크일체형,○,,,PF127-서양식 탱크일체형 ,MHA11110020S,,E71210,
,130.0-서양식 대변기(사이펀),,,,,,,,,,E71210,
,,131.0-서양식 사이펀,PF131,PF131-서양식 사이펀,,,,PF131-서양식 사이펀 ,MHA11110050S,,E71210,
,,132.0-서양식 사이펀제트,PF132,PF132-서양식 사이펀제트,○,,,PF132-서양식 사이펀제트 ,MHA11110050S,,E71210,
,,133.0-서양식 탱크밀결형 사이펀,PF133,PF133-서양식 탱크밀결형 사이펀,○,,,PF133-서양식 탱크밀결형 사이펀 ,MHA11110050S,,E71210,
,,134.0-서양식 탱크밀결형 사이펀제트,PF134,PF134-서양식 탱크밀결형 사이펀제트,,,,PF134-서양식 탱크밀결형 사이펀제트 ,MHA11110050S,,E71210,
,140.0-장애인용 대변기,,,,,,,,,,E71210,
,,141.0-장애인용 대변기,PF141,PF141-장애인용 대변기,○,,,PF141-장애인용 대변기 ,MHA141001000,,E71210,
PF200-소변기,,,,,,,,,,,E71215,
,210.0-소변기,,,,,,,,,,E71215,
,,211.0-씻겨내림형 소변기,PF211,PF211-씻겨내림형 소변기,,,,PF211-씻겨내림형 소변기 ,MHA3211,,E71215,
,,212.0-벽걸이형 소변기,PF212,PF212-벽걸이형 소변기,,,,PF212-벽걸이형 소변기 ,MHA32110020S,,E71215,
,,213.0-스톨형 소변기,PF213,PF213-스톨형 소변기,○,,,PF213-스톨형 소변기 ,MHA32110010S,,E71215,
,,214.0-트랩달린스톨형 소변기,PF214,PF214-트랩달린스톨형 소변기,○,,,PF214-트랩달린스톨형 소변기 ,MHA32110010S,,E71215,
,,215.0-벽걸이스톨형 소변기,PF215,PF215-벽걸이스톨형 소변기,○,,,PF215-벽걸이스톨형 소변기 ,MHA3211,,E71215,
,,216.0-유아용 트랩 탈착식 스톨형 소변기,PF216,PF216-유아용 트랩 탈착식 스톨형 소변기,○,,,PF216-유아용 트랩 탈착식 스톨형 소변기 ,,MHA32110010A,E71215,
,220.0-절수형 소변기,,,,,,,,,,E71215,
,,221.0-스톨형 절수형 소변기,PF221,PF221-스톨형 절수형 소변기,○,,,PF221-스톨형 절수형 소변기 ,MHA32110010S,,E71215,
,,222.0-벽걸이스톨형 절수형 소변기,PF222,PF222-벽걸이스톨형 절수형 소변기,,,,PF222-벽걸이스톨형 절수형 소변기 ,MHA32110010S,,E71215,
,230.0-장애인용 소변기,,,,,,,,,,E71215,
,,231.0-장애인용 소변기,PF231,PF231-장애인용 소변기,○,,,PF231-장애인용 소변기 ,MHA32110120S,,E71215,
PF300-욕조 및 샤워부스,,,,,,,,,,,E712,
,310.0-욕조,,,,,,,,,,E71230,
,,311.0-욕조,PF311,PF311-욕조,○,,800형 650x800,PF311-욕조 800형 650x800,MHA5,,E71230,
,,,,,○,,900형 700x900,PF311-욕조 900형 700x900,MHA5,,E71230,
,,,,,○,,1000형 750x1000,PF311-욕조 1000형 750x1000,MHA5,,E71230,
,,,,,○,,1100형 750x1100,PF311-욕조 1100형 750x1100,MHA5,,E71230,
,,,,,○,,1200형 750x1200,PF311-욕조 1200형 750x1200,MHA5,,E71230,
,,,,,○,,1300형 750x1300,PF311-욕조 1300형 750x1300,MHA5,,E71230,
,,,,,○,,1400형 800x1400,PF311-욕조 1400형 800x1400,MHA5,,E71230,
,,,,,○,,1500형 800x1500,PF311-욕조 1500형 800x1500,MHA5,,E71230,
,,,,,○,,1600형 800x1600,PF311-욕조 1600형 800x1600,MHA5,,E71230,
,,,,,○,,1700형 800x1700,PF311-욕조 1700형 800x1700,MHA5,,E71230,
,320.0-샤워부스,,,,,,,,,,E71310,
,,321.0-샤워부스,PF321,PF321-샤워부스 Type1,○,,,PF321-샤워부스 Type1 ,APA180201800,,E71310,정사각 
,,,,PF321-샤워부스 Type2,,,,PF321-샤워부스 Type2 ,APA180201800,,E71310,직사각
PF400-세면기,,,,,,,,,,,E71225,
,410.0-세면기(일반),,,,,,,,,,E71225,
,,411.0-평면붙임형 세면기,PF411,PF411-평면붙임형 세면기,○,,,PF411-평면붙임형 세면기 ,MHA4,,E71225,
,,412.0-구석붙임형 세면기,PF412,PF412-구석붙임형 세면기,○,,,PF412-구석붙임형 세면기 ,MHA4,,E71225,
,,413.0-원형 세면기,PF413,PF413-원형 세면기,○,,,PF413-원형 세면기 ,MHA4,,E71225,
,,414.0-타원형 세면기,PF414,PF414-타원형 세면기,○,,,PF414-타원형 세면기 ,MHA4,,E71225,
,420.0-세면기(카운터형),,,,,,,,,,E71225,
,,421.0-세면기(카운터형),PF421,PF421-세면기(카운터형),○,,,PF421-세면기(카운터형) ,MHA4,,E71225,
,,422.0-원형 세면기(카운터형),PF422,PF422-원형 세면기(카운터형),○,,,PF422-원형 세면기(카운터형) ,MHA4,,E71225,
,,423.0-타원형 세면기(카운터형),PF423,PF423-타원형 세면기(카운터형),,,,PF423-타원형 세면기(카운터형) ,MHA4,,E71225,
,,424.0-세면기(매립형),PF424,PF424-세면기(매립형),○,,,PF424-세면기(매립형) ,MHA4,,E71225,
,430.0-세면기(카운터매립형),,,,,,,,,,E71225,
,,431.0-세면기(카운터매립형),PF431,PF431-세면기(카운터매립형),○,,,PF431-세면기(카운터매립형) ,MHA4,,E71225,
,,432.0-원형 세면기(카운터매립형),PF432,PF432-원형 세면기(카운터매립형),○,,,PF432-원형 세면기(카운터매립형) ,MHA4,,E71225,
,,433.0-타원형 세면기(카운터매립형),PF433,PF433-타원형 세면기(카운터매립형),,,,PF433-타원형 세면기(카운터매립형) ,MHA4,,E71225,
,440.0-청소용싱크,,,,,,,,,,E71235,
,,441.0-청소용싱크,PF441,PF441-청소용싱크,○,,560x460,PF441-청소용싱크 560x460,MHA7100,,E71235,
PF500-화장실 액세서리,,,,,,,,,,,E713,
,510.0-유아용거치대,,,,,,,,,,E71390,
,,511.0-유아용거치대,PF511,PF511-유아용거치대 Type1,,,,PF511-유아용거치대 Type1 ,MHB4,,E71390,
,,,,PF511-유아용거치대 Type2,,,,PF511-유아용거치대 Type2 ,MHB4,,E71390,
,520.0-기저귀교환대,,,,,,,,,,E71390,
,,521.0-기저귀교환대,PF521,PF521-기저귀교환대 Type1,○,,,PF521-기저귀교환대 Type1 ,APA180202300,,E71390,
,530.0-거울,,,,,,,,,,E71320,
,,531.0-거울,PF531,PF531-거울,○,,295x595,PF531-거울 295x595,MHB3,,E71320,
,,,,,○,,600x600,PF531-거울 600x600,HB3,,E71320,
,,,,,○,,600x800,PF531-거울 600x800,HB3,,E71320,
,,,,,○,,800x800,PF531-거울 800x800,HB3,,E71320,
,540.0-휴지걸이,,,,,,,,,,E71330,
,,541.0-휴지걸이,PF541,PF541-휴지걸이,,,,,MHB42,,E71330,
,550.0-핸드타올디스펜서,,,,,,,,,,E71390,
,,551.0-핸드타올디스펜서,PF551,PF551-핸드타올디스펜서,○,,,,MHB48,,E71390,
,560.0-핸드드라이어,,,,,,,,,,E71390,
,,561.0-핸드드라이어,PF561,PF561-핸드드라이어,○,,,,MHB48,,E71390,
,570.0-샤워기 슬라이드바,,,,,,,,,,E712,
,,571.0-샤워기 슬라이드바,PF571,PF571-샤워기 슬라이드바,○,,,PF571-샤워기 슬라이드바 ,MHD222500000,,E713,
,580.0-칸막이,,,,,,,,,,E714,
,,581.0-대변기 칸막이,PF581,PF581-대변기 칸막이,,,,,AOC771,,E714,
,,,,,○,,(출입면),PF581-대변기 칸막이 (출입면),AOC771,,E714,
,,,,,○,,(오른쪽),PF581-대변기 칸막이 (오른쪽),AOC771,,E714,
,,,,,○,,(왼쪽),PF581-대변기 칸막이 (왼쪽),AOC771,,E714,
,,,,,○,,(3면),PF581-대변기 칸막이 (3면),AOC771,,E714,
,,582.0-소변기 칸막이,PF582,PF582-소변기 칸막이,○,,,PF582-소변기 칸막이 ,AOC771,,E714,
,,583.0-장애인 칸막이,PF583,PF583-장애인 칸막이,○,,,PF583-장애인 칸막이 ,AOC771,,E714,
,,,,인스턴스,,,(출입면),,,,E714,
,,,,,,,(오른쪽),,,,E714,
,,,,,,,(왼쪽),,,,E714,
,,,,,,,(3면),,,,E714,
,590.0-장애인 손잡이,,,,,,,,,,E71235,
,,591.0-대변기용 장애인 손잡이(상하가동식),PF591,PF591-대변기용 장애인 손잡이(상하가동식),○,,,PF591-대변기용 장애인 손잡이(상하가동식) ,APA18,,E713,
,,591.0-대변기용 장애인 손잡이(좌우가동식),PF591,PF591-대변기용 장애인 손잡이(좌우가동식),○,,,PF591-대변기용 장애인 손잡이(좌우가동식) ,APA18,,E713,
,,591.0-대변기용 장애인 손잡이(다용도 L자-좌타입),PF591,PF591-대변기용 장애인 손잡이(다용도 L자-좌타입),○,,,PF591-대변기용 장애인 손잡이(다용도 L자-좌타입) ,APA18,,E713,
,,591.0-대변기용 장애인 손잡이(다용도 L자-우타입),PF591,PF591-대변기용 장애인 손잡이(다용도 L자-우타입),○,,,PF591-대변기용 장애인 손잡이(다용도 L자-우타입) ,APA18,,E713,
,,591.0-대변기용 장애인 손잡이(T자 고정식),PF591,PF591-대변기용 장애인 손잡이(T자 고정식),○,,,PF591-대변기용 장애인 손잡이(T자 고정식) ,APA18,,E713,
,,592.0-소변기용 장애인 손잡이,PF592,PF592-소변기용 장애인 손잡이,○,,,PF592-소변기용 장애인 손잡이 ,APA18,,E713,
,,593.0-세면기용 장애인 손잡이(분리형),PF593,PF593-세면기용 장애인 손잡이(분리형),○,,,PF593-세면기용 장애인 손잡이(분리형) ,APA18,,E713,
,,593.0-세면기용 장애인 손잡이(일체형),PF593,PF593-세면기용 장애인 손잡이(일체형),○,,,PF593-세면기용 장애인 손잡이(일체형) ,APA18,,E713,
PF600-화장실 유닛,,,,,,,,,,,E711,
,610.0-일반 화장실 유닛,,,,,,,,,,E711,
,,611.0-일반 화장실 유닛,PF611,PF611-일반 화장실 유닛,,,,PF611-일반 화장실 유닛 ,APA18,,E711,파티션/문 포함
,620.0-장앤인용 화장실 유닛,,,,,,,,,,E711,
,,621.0-장앤인용 화장실 유닛,PF621,PF621-장앤인용 화장실 유닛,,,,PF621-장앤인용 화장실 유닛 ,APA18,,E711,"파티션/문, 세면대, 대변기 포함"
